Method,0.15,0.125,0.1,0.075,0.05
Apriori,38.25386118888855,38.43591594696045,38.017595529556274,48.64606046676636,82.8538269996643
FP-Growth,26.38734769821167,26.446165084838867,26.365927934646606,26.924052238464355,27.37964415550232
